Metric,Mean,Std,Variance
PSNR,29.1982913026793,2.755728786243105,7.594041143328896
SSIM,0.8751175999641418,0.05411781743168831,0.002928738249465823
LPIPS,0.07670449038200519,0.03633729756363204,0.0013203991942279392
